DATE,MGDP_logdiff_pred,MGDP_level_pred
1991-01-01,0.000806565338280052,346292.0
1991-02-01,0.0012335722567513585,346719.43978866434
1991-03-01,0.001099615590646863,347100.90758576704
1991-04-01,-0.00021700050274375826,347025.59468608216
1991-05-01,-0.00043165276292711496,346875.8324542954
1991-06-01,-0.0005071089253760874,346699.9732173236
1991-07-01,-0.001307241152971983,346247.04884978523
1991-08-01,-0.001077458611689508,345874.18289511907
1991-09-01,0.00042842025868594646,346022.3941481125
1991-10-01,0.00020598850096575916,346093.6781239713
1991-11-01,0.00047696626279503107,346258.7925060677
1991-12-01,0.000553187623154372,346450.39157472114
1992-01-01,3.926118370145559e-05,346463.99389420805
1992-02-01,-0.0001800443569663912,346401.62062236166
1992-03-01,-0.00020645612676162273,346330.1112674902
1992-04-01,-0.0006289654993452132,346112.35006543895
1992-05-01,-0.0007953096646815538,345837.1930004063
1992-06-01,-0.0001282009616261348,345792.8591815774
1992-07-01,0.002156223403289914,346539.27026256523
1992-08-01,0.0002772907027974725,346635.3757043202
1992-09-01,0.0023119093384593725,347437.6923507649
1992-10-01,0.0033200152684003115,348593.1077312423
1992-11-01,0.002773053478449583,349561.1166110775
1992-12-01,0.001583061763085425,350114.9316947284
1993-01-01,0.00019550549041014165,350183.38777770125
1993-02-01,0.0021698372438549995,350944.0536968545
1993-03-01,0.0026236374396830797,351866.01256941917
1993-04-01,0.0015885235043242574,352425.40418649337
1993-05-01,0.0014377773040905595,352932.4778761869
1993-06-01,0.0014247322687879205,353435.6705384144
1993-07-01,0.002826860174536705,354436.19726802397
1993-08-01,0.0016347623895853758,355016.0900971745
1993-09-01,0.004654077347368002,356672.21331345814
1993-10-01,0.002203074051067233,357458.8548079117
1993-11-01,0.0017583903390914202,358087.9599489336
1993-12-01,0.0028246790170669556,359100.8733998641
1994-01-01,0.0028785811737179756,360136.0636382458
1994-02-01,0.0035252473317086697,361407.87273935555
1994-03-01,0.0033982517197728157,362638.11682004656
1994-04-01,0.001948547433130443,363345.42327802913
1994-05-01,0.0033129360526800156,364551.1595912333
1994-06-01,0.0038622303400188684,365961.8626167083
1994-07-01,0.0034724839497357607,367234.8682775492
1994-08-01,0.0027557574212551117,368248.27420026105
1994-09-01,0.00382488826289773,369659.4798335462
1994-10-01,0.0021689324639737606,370462.11639757163
1994-11-01,0.001449023955501616,370999.31399093353
1994-12-01,0.000719177711289376,371266.224394962
1995-01-01,0.0015698580536991358,371849.5173912073
1995-02-01,0.001296901609748602,372332.0824809794
1995-03-01,0.0022658202797174454,373176.6765521001
1995-04-01,0.00035885258694179356,373310.6159986883
1995-05-01,0.0007743353489786386,373599.7955513308
1995-06-01,0.0009677066700533032,373961.50555177924
1995-07-01,0.0030610605608671904,375107.97818357224
1995-08-01,0.003004173282533884,376236.5619314736
1995-09-01,0.005020535551011562,378130.2205789283
1995-10-01,0.0006511894171126187,378376.53516688215
1995-11-01,0.0013888003304600716,378902.38969290914
1995-12-01,0.0011173879029229283,379326.0072680417
1996-01-01,0.0024895372334867716,380271.52995538665
1996-02-01,0.0021023224107921124,381071.8242585634
1996-03-01,0.0020816968753933907,381865.92653777194
1996-04-01,0.0009895166149362922,382243.97622913745
1996-05-01,0.0008508551400154829,382569.34888392023
1996-06-01,0.0012259817449375987,383038.65954619454
1996-07-01,0.003307964885607362,384307.8360200641
1996-08-01,0.00181602465454489,385006.3826221564
1996-09-01,0.004057950805872679,386571.89381822635
1996-10-01,0.004469259176403284,388303.45030716195
1996-11-01,0.005890137981623411,390597.3602993776
1996-12-01,0.003499029902741313,391966.46601706627
1997-01-01,0.005058406386524439,393954.21487437334
1997-02-01,0.005571736488491297,396155.3503271632
1997-03-01,0.005225970409810543,398231.0655547279
1997-04-01,0.004460830707103014,400011.47502072074
1997-05-01,0.003108955454081297,401257.0280588854
1997-06-01,0.0036605647765100002,402728.5470542628
1997-07-01,0.003062388626858592,403963.74874494475
1997-08-01,0.0034928617533296347,405377.2053398842
1997-09-01,0.0019773959647864103,406179.58964423265
1997-10-01,0.006258366629481316,408729.58150262653
1997-11-01,0.004742266610264778,410672.4894020581
1997-12-01,0.003986452240496874,412312.8831708524
1998-01-01,0.0008103152504190803,412647.1219891471
1998-02-01,0.0028212950564920902,413812.9650948723
1998-03-01,0.0036952814552932978,415344.94928384555
1998-04-01,0.0015104403719305992,415972.77709239355
1998-05-01,0.0024182063061743975,416979.9023126523
1998-06-01,0.002163138473406434,417882.8638453054
1998-07-01,0.0012179340701550245,418392.1276844548
1998-08-01,0.0007428465178236365,418703.0442869502
1998-09-01,0.0013557815691456199,419271.0991494822
1998-10-01,0.002489884151145816,420316.33633404033
1998-11-01,0.002417166717350483,421333.53987298784
1998-12-01,0.001717004575766623,422057.5929121824
1999-01-01,0.0023068541195243597,423032.34207886696
1999-02-01,0.001668667420744896,423738.8316501486
1999-03-01,0.002654488431289792,424865.13569582475
1999-04-01,0.0017192893428727984,425596.23009710095
1999-05-01,0.0019944997038692236,426445.9287321584
1999-06-01,0.0010991458548232913,426914.9127007073
1999-07-01,0.004097037483006716,428667.5870346604
1999-08-01,0.006692036986351013,431545.86641640915
1999-09-01,0.005373741500079632,433871.12442011945
1999-10-01,0.005310848355293274,436181.47770531615
1999-11-01,0.0048593138344585896,438306.1785073989
1999-12-01,0.004126724321395159,440118.68455863994
2000-01-01,0.004124069586396217,441937.51254875417
2000-02-01,0.004590508993715048,443970.8942324747
2000-03-01,0.003614224959164858,445578.40812811255
2000-04-01,0.002830074168741703,446841.2141455988
2000-05-01,0.0016121739754453301,447562.180927987
2000-06-01,0.0029202434234321117,448871.0816676348
2000-07-01,0.001789434696547687,449675.02624408295
2000-08-01,0.002289410447701812,450705.6963104663
2000-09-01,0.002293927827849984,451740.76938698185
2000-10-01,0.0014486081199720502,452395.6389437986
2000-11-01,0.0017459049122408032,453186.16860611056
2000-12-01,0.00290857651270926,454506.2140479751
2001-01-01,0.0031698730308562517,455949.2269137315
2001-02-01,0.003684299997985363,457632.1789959996
2001-03-01,0.002437683055177331,458749.1020032957
2001-04-01,0.0014443318359553814,459412.166663466
2001-05-01,0.0012829998740926385,460001.97069379437
2001-06-01,0.001502479542978108,460693.6337191486
2001-07-01,0.001194280106574297,461244.1596367658
2001-08-01,0.0020428637508302927,462187.3817198428
2001-09-01,0.0019623178523033857,463095.2307229334
2001-10-01,0.0011284858919680119,463618.12213974434
2001-11-01,0.0009888281347230077,464076.7875159249
2001-12-01,0.0008824071264825761,464486.4729085359
2002-01-01,0.0008430571178905666,464878.2266478715
2002-02-01,0.0010145199485123158,465350.0942014854
2002-03-01,0.0009309113374911249,465783.49557790894
