DATE,MGDP_logdiff_pred
1992-01-01,
1992-02-01,0.005456989874278691
1992-03-01,0.00597312632798092
1992-04-01,0.0038882223700740606
1992-05-01,0.0037810772113246994
1992-06-01,0.0031153690113123393
1992-07-01,0.004014625911378942
1992-08-01,0.0026330887409490873
1992-09-01,0.0031848883464174137
1992-10-01,0.003200781802061069
1992-11-01,0.0033009878035000473
1992-12-01,0.0038727841177537453
1993-01-01,0.0005566521616491169
1993-02-01,0.0006191507142787287
1993-03-01,0.0004922423861333673
1993-04-01,0.0022367025103440094
1993-05-01,0.0015692978777187788
1993-06-01,0.0019988283853616877
1993-07-01,0.0016250012565343325
1993-08-01,0.0013774945731364163
1993-09-01,0.0017577046450905852
1993-10-01,0.004398174632013071
1993-11-01,0.004056589808865445
1993-12-01,0.00505505857919757
1994-01-01,0.003113326541196568
1994-02-01,0.002928802066859928
1994-03-01,0.003614723424531651
1994-04-01,0.004104912836961269
1994-05-01,0.004321867947089488
1994-06-01,0.005034040791285256
1994-07-01,0.0016623694601910252
1994-08-01,0.0022254237441748153
1994-09-01,0.001941031695040886
1994-10-01,0.003940110306974317
1994-11-01,0.0036821687624418713
1994-12-01,0.0037683027973719084
1995-01-01,0.0011656572575534285
1995-02-01,0.0011444238540279847
1995-03-01,0.0012314453492315472
1995-04-01,0.0008605299953685436
1995-05-01,0.001087942983299383
1995-06-01,0.0010303144864213566
1995-07-01,0.0022234747853354725
1995-08-01,0.003354658370252317
1995-09-01,0.002893139105118751
1995-10-01,0.0018531275330689397
1995-11-01,0.002469888136636894
1995-12-01,0.0024448510772243615
1996-01-01,0.0015383006611337866
1996-02-01,0.003722669476689599
1996-03-01,0.002201616593176701
1996-04-01,0.005269357374072524
1996-05-01,0.005697636517803683
1996-06-01,0.005574872917031249
1996-07-01,0.0021789626318048905
1996-08-01,0.0033875662994499616
1996-09-01,0.003363814001457924
1996-10-01,0.0032192241648131776
1996-11-01,0.0037173591542897684
1996-12-01,0.0033935717302656827
1997-01-01,0.0019919889780939024
1997-02-01,0.002419997432558344
1997-03-01,0.0020217049274237845
1997-04-01,0.0043016917253584
1997-05-01,0.006386377884628828
1997-06-01,0.005826981392686914
1997-07-01,0.004463867261902126
1997-08-01,0.003797979011535804
1997-09-01,0.004146540045940976
1997-10-01,0.0030127133753595
1997-11-01,0.0026428807974612973
1997-12-01,0.002846760876550448
1998-01-01,0.0030371349920730317
1998-02-01,0.0035732369664354395
1998-03-01,0.0033771179278423154
1998-04-01,0.0034016011037036106
1998-05-01,0.003352403190099591
1998-06-01,0.002460292188118535
1998-07-01,0.0042455654312176985
1998-08-01,0.005111181520022545
1998-09-01,0.0031540681256961665
1998-10-01,0.005062960390211479
1998-11-01,0.005457238249075241
1998-12-01,0.005443663851237786
1999-01-01,0.003062312520254579
1999-02-01,0.0030865759804918373
1999-03-01,0.0032015966267006563
1999-04-01,0.0030073977454322695
1999-05-01,0.002849170054676021
1999-06-01,0.0024562140494617823
1999-07-01,0.005168022806767641
1999-08-01,0.004311963795969252
1999-09-01,0.00369171668304454
1999-10-01,0.005215140944835634
1999-11-01,0.005383469249614276
1999-12-01,0.005674925476616686
2000-01-01,0.00102206136839683
2000-02-01,0.0012156125670231169
2000-03-01,0.001383695072631598
2000-04-01,0.005817148504579605
2000-05-01,0.006401891987704467
2000-06-01,0.00582996985269545
2000-07-01,0.00033084022515753655
2000-08-01,0.00031365793985405765
2000-09-01,0.00037430853870575113
2000-10-01,0.001696699229883615
2000-11-01,0.0024281838415186464
2000-12-01,0.0018277527134879861
2001-01-01,-0.0013377698880193136
2001-02-01,-0.0012188392611081162
2001-03-01,-0.0007267633000157995
2001-04-01,0.0018525310664513465
2001-05-01,0.0029107743592808794
2001-06-01,0.0014623044890394977
2001-07-01,-0.0017594568438242548
2001-08-01,-0.0024928716109889996
2001-09-01,0.00023788941299550205
2001-10-01,0.0014357814233359476
2001-11-01,0.0006788239132802525
2001-12-01,0.000629380965741526
2002-01-01,0.002658915981778482
2002-02-01,0.002070777273712955
2002-03-01,0.0035991123134042667
2002-04-01,0.0022060745470993217
2002-05-01,0.0018760336800177633
2002-06-01,0.0020262634663529206
2002-07-01,0.0009977359482340265
2002-08-01,0.0018154401419727005
2002-09-01,0.0012436979571720293
2002-10-01,0.00037948000772748084
2002-11-01,0.0005410135120145703
2002-12-01,0.0003147937242317639
2003-01-01,0.002241967283099253
2003-02-01,0.0011376256140248119
2003-03-01,0.0018730078687259264
2003-04-01,0.0026235127123347946
2003-05-01,0.0026934948926910004
2003-06-01,0.0035002228478421805
